
89	Segurança e Comunicação	247	Alarmes e Sensores de Presença	14602	Painel de Alarme para Rede de Ar Comprimido
89	Segurança e Comunicação	247	Alarmes e Sensores de Presença	14607	Painel de Alarme para Rede de Gás Carbônico
89	Segurança e Comunicação	247	Alarmes e Sensores de Presença	14606	Painel de Alarme para Rede de Nitrogênio
89	Segurança e Comunicação	247	Alarmes e Sensores de Presença	14603	Painel de Alarme para Rede de Óxido Nitroso
89	Segurança e Comunicação	247	Alarmes e Sensores de Presença	14604	Painel de Alarme para Rede de Oxigênio
89	Segurança e Comunicação	247	Alarmes e Sensores de Presença	14605	Painel de Alarme para Rede de Vácuo

75	Ferragens	464	Chapas INOX	17679	Adaptador COT DEP 04/2024 - Aço laminado A-572 250 MPa, Serie H, HP310X79,0
75	Ferragens	464	Chapas INOX	19561	ESPELHO - CHAPA DE ESPELHO DIMENSÕES:  Espessura: 4mm  Medindo: 2,20 x 1,60 M – CxL
75	Ferragens	464	Chapas INOX	11851	Tampa de bandeja 3MT 100MM Galvanizado

83	Materiais Hidráulicos	21	Sanitário	4584	TAMPAO COMPLETO PARA TIL, EM PVC, OCRE, DN 100 MM, PARA REDE COLETORA DE ESGOTO
83	Materiais Hidráulicos	21	Sanitário	4585	TAMPAO COMPLETO PARA TIL, EM PVC, OCRE, DN 150 MM, PARA REDE COLETORA DE ESGOTO
83	Materiais Hidráulicos	21	Sanitário	4586	TAMPAO COMPLETO PARA TIL, EM PVC, OCRE, DN 200 MM, PARA REDE COLETORA DE ESGOTO
83	Materiais Hidráulicos	21	Sanitário	4587	TAMPAO COMPLETO PARA TIL, EM PVC, OCRE, DN 250 MM, PARA REDE COLETORA DE ESGOTO
82	Materiais Elétricos	11	Infraestrutura	1896	CONJUNTO PRE-MOLDADO COMPOSTO POR GRELHA (0,99 X 0,45 M), QUADRO (1,10 X 0,52 M) E CANTONEIRA (1,10 X 0,35 M), EM CONCRETO ARMADO, COM FCK DE 21 MPA

45	Infraestrutura	425	Formas	3954	PERFIL ELASTOMERICO PRE-FORMADO EM EPMD, PARA JUNTA DE DILATACAO DE PISOS COM POUCA SOLICITACAO, 15 MM DE LARGURA, MOVIMENTACAO DE *11 A 19* MM
45	Infraestrutura	425	Formas	16430	Perfilado aço - Perfilado Aço Comprimento Barra: 6M, Aplicação: Estrutura Metálica, Largura: 2POL, Formato: T, Espessura Chapa: 1/4POL
45	Infraestrutura	425	Formas	4013	PISO EM GRANITO, POLIDO, TIPO AMENDOA/ AMARELO CAPRI/ AMARELO DOURADO CARIOCA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E=  *2* CM
45	Infraestrutura	425	Formas	4014	PISO EM GRANITO, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E=  *2* CM
45	Infraestrutura	425	Formas	4015	PISO EM GRANITO, POLIDO, TIPO MARFIM, DALLAS, CARAVELAS OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E=  *2* CM
45	Infraestrutura	425	Formas	4016	PISO EM GRANITO, POLIDO, TIPO PRETO SAO GABRIEL/ TIJUCA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E=  *2* CM
45	Infraestrutura	425	Formas	4033	PISO/ REVESTIMENTO EM GRANITO, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MAIOR OU IGUAL A 3025 CM2, E = *2* CM

71	Climatização e Ventilação	28	Tubos e conexões	5958	ADAPTADOR ABS PELETRODUTO 3X1 PCANALETA DUTOTEC 25MM BRANCO STANDARD
71	Climatização e Ventilação	28	Tubos e conexões	5959	Caixa derivação múltipla condulete c/ 6 entradas s/ tampa
71	Climatização e Ventilação	28	Tubos e conexões	5957	COTOVELO PVC 90º PELETRODUTO 34 SROSCA BRANCO
71	Climatização e Ventilação	28	Tubos e conexões	8563	mangueira PVC Cristal - 3/4 - 50 metros
71	Climatização e Ventilação	28	Tubos e conexões	17617	Mangueira Transparente PVC 1,5mm 5’/6” – Tipo Cristal

71	Climatização e Ventilação	28	Tubos e conexões	41	Tubo Marrom - Água Fria - Soldável - DN 20mm
71	Climatização e Ventilação	28	Tubos e conexões	42	Tubo Marrom - Água Fria - Soldável - DN 25mm
71	Climatização e Ventilação	28	Tubos e conexões	43	Tubo Marrom - Água Fria - Soldável - DN 32mm

76	Ferramentas	124	Ferramentas Manuais	9519	Instalação cabo multipolar, aluminio,  3/C x 95 mm²


82	Materiais Elétricos	38	Proteções Elétricas	18604	TRILHO PERFURADO SUPORTE DISJUNTOR DIN 50CM ZINCADO

76	Ferramentas	124	Ferramentas Manuais	6005	Suporte individual para cabos galvanizado a fogo

100	Segurança do Trabalho	255	EPI: Equipamentos Proteção Individual	16178	FIO AL 5,1MM PARA AMARRAÇÃO RDP
100	Segurança do Trabalho	255	EPI: Equipamentos Proteção Individual	16179	FIO PARA AMARRAÇÃO ALUMÍNIO RECOZIDO 5,2MM (4AWG)

45	Infraestrutura	9	Blocos de Concreto	7953	ADUELA L 2.00 X A 2.00 X C 1.00 X ESP 0.15 H: 1.00 BSCC
45	Infraestrutura	317	Artefatos de Concreto	19112	Ala boca de bueiro
45	Infraestrutura	317	Artefatos de Concreto	20893	ANEL CONCRETO 800X300X80MMSEM FUNDO.40MPA
45	Infraestrutura	317	Artefatos de Concreto	9679	Anel Concreto Pre Moldado Tipo: Conico Dn 1000
45	Infraestrutura	317	Artefatos de Concreto	9681	Anel Concreto Pre Moldado Tipo: Paralelo Dn 1000
45	Infraestrutura	317	Artefatos de Concreto	17672	ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,15 M
45	Infraestrutura	317	Artefatos de Concreto	17673	ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,30 M
45	Infraestrutura	317	Artefatos de Concreto	15848	Anel de concreto armado de 1200mm para poço de visita, Classe PA-2, encaixe interno, tipo bolsa de junta rígida e diâmetro continuo, medidas: 1200mm x 1000mm x 96mm - (D x A x E), carga mínima de ruptura 108 KN/m
45	Infraestrutura	317	Artefatos de Concreto	21571	ANEL DE CONCRETO ARMADO PA1
45	Infraestrutura	317	Artefatos de Concreto	20970	ANEL DE CONCRETO ARMADO SEM FUNDO - DIÂMETRO 2,00m, ALTURA 0,50m
